Component 00000000083064,00004-00002-00007-83064,00001-00002-00007-101901,1600831610-083064,451981592-083064,1450615221-0083064,1716180559-083064,1017979708-00083064,143121921-083064,976712288-0000083064
Component 00000000091128,00003-00002-00011-91128,00001-00002-00004-80656,609480917-091128,283465598-091128,2104933926-0091128,903865298-091128,386458246-00091128,2140614781-091128,1138889072-0000091128
Component 00000000113483,00003-00006-00006-113483,00003-00002-00011-88853,984945179-113483,116099697-113483,1394737862-0113483,1795612242-113483,1844872358-00113483,82551336-113483,1865131476-0000113483
Component 00000000019274,00004-00003-00008-19274,00001-00004-00006-45441,1719237997-019274,768104336-019274,1964454322-0019274,1760153849-019274,73371213-00019274,1161978856-019274,30376445-0000019274
Component 00000000106883,00003-00010-106883,00002-00001-00003-27602,1192045108-106883,1991172117-106883,642815479-0106883,221257575-106883,520589824-00106883,895435894-106883,1611841515-0000106883
Component 00000000094737,00002-00006-00006-94737,00002-00003-00003-58152,700476611-094737,1151295884-094737,1602115157-0094737,16633058-094737,2057503987-00094737,864965245-094737,2146104074-0000094737
Component 00000000058953,00003-00006-00011-58953,00008-44520,503006083-058953,1021120386-058953,1539234689-0058953,935487838-058953,492399970-00058953,1750172510-058953,957097210-0000058953
Component 00000000070440,00006-00006-70440,00003-00009-119063,2110356528-070440,1832498499-070440,1554640470-0070440,445402180-070440,1834692325-00070440,1658073018-070440,503441496-0000070440
Component 00000000067971,00001-00001-00007-67971,00003-00006-00003-49923,1206312308-067971,1708396139-067971,62996323-0067971,861316171-067971,498380663-00067971,1684016079-067971,815770999-0000067971
Component 00000000051607,00002-00003-00010-51607,00001-00004-00006-85936,1522727033-051607,772795069-051607,22863105-0051607,1658248778-051607,1112941304-00051607,2033214760-051607,717636572-0000051607
Component 00000000100671,00001-00004-00012-100671,00001-00001-00003-100766,1672119947-100671,984937051-100671,297754155-0100671,556004196-100671,1844435029-00100671,899595644-100671,770928044-0000100671
Component 00000000076210,00001-00004-76210,00002-00007-33560,507754209-076210,1491194669-076210,327151482-0076210,959976285-076210,337741279-00076210,468256055-076210,2021757600-0000076210
Component 00000000064556,00001-00002-00011-64556,00003-00004-00010-77893,2104316921-064556,2073405724-064556,2042494527-0064556,1678865690-064556,1833421675-00064556,620579465-064556,1105099546-0000064556
Component 00000000037694,00004-00006-00007-37694,00004-00006-00009-67024,1264281982-037694,74177048-037694,1031555761-0037694,1526251152-037694,1034324881-00037694,2121303619-037694,433306271-0000037694
Component 00000000075679,00004-00002-00006-75679,00003-00006-18700,429553684-075679,1611523632-075679,646009933-0075679,1920521340-075679,305638894-00075679,1329536366-075679,1315515050-0000075679
Component 00000000033686,00001-00002-00003-33686,00001-00003-00005-78291,2098145027-033686,1483049913-033686,867954799-0033686,183319409-033686,1111311332-00033686,490866966-033686,184365622-0000033686
Component 00000000081371,00001-00003-00004-81371,00003-00005-00006-54528,1865460445-081371,126126413-081371,534276028-0081371,1259622126-081371,1366357698-00081371,2129289142-081371,1906553946-0000081371
Component 00000000077404,00004-00005-00002-77404,00003-00003-00004-66993,1872458129-077404,2027675186-077404,35408596-0077404,1884292629-077404,1108207344-00077404,732942277-077404,67746257-0000077404
Component 00000000119715,00001-00011-119715,00003-00003-00006-16243,917800224-119715,2036744816-119715,1008205761-0119715,1499521761-119715,199766095-00119715,940049465-119715,216236722-0000119715
Component 00000000005768,00003-00009-5768,00003-00004-00006-37888,105757133-005768,975120806-005768,1844484479-0005768,393964157-005768,342113086-00005768,1033024144-005768,1448289895-0000005768
Component 00000000121325,00001-00009-121325,00001-00003-61376,1612916893-121325,2112675085-121325,464949630-0121325,81385441-121325,1877561775-00121325,1978989992-121325,2137819811-0000121325
Component 00000000055665,00001-00012-55665,00002-00001-00012-76777,2118727715-055665,1673326287-055665,1227924859-0055665,1991594927-055665,2071118420-00055665,66811994-055665,2133377061-0000055665
Component 00000000069186,00001-00005-69186,00002-00002-00009-84002,608658862-069186,132481973-069186,1803788731-0069186,62658039-069186,296058837-00069186,1374488307-069186,1495498291-0000069186
Component 00000000023853,00003-00004-00011-23853,00003-00002-00006-50108,448057456-023853,358004844-023853,267952232-0023853,375473068-023853,825736128-00023853,420499374-023853,1221438869-0000023853
Component 00000000057042,00002-00006-00011-57042,00002-00001-00004-114612,1428779999-057042,1499667968-057042,1570555937-0057042,1645621025-057042,1291181180-00057042,536435217-057042,1225953308-0000057042
Component 00000000001204,00004-00008-1204,00006-00002-33620,1468570747-001204,991231315-001204,513891883-0001204,1939928412-001204,31658278-00001204,31114481-001204,69859474-0000001204
Component 00000000110208,00003-00007-110208,00001-00006-00003-120721,246944084-110208,245007027-110208,243069970-0110208,1226738643-110208,1236423928-00110208,153965348-110208,990614264-0000110208
Component 00000000039115,00006-00011-39115,00002-00003-00002-53952,1683826922-039115,59088127-039115,581832979-0039115,1267148480-039115,800907867-00039115,1005776054-039115,543678677-0000039115
Component 00000000078917,00002-00006-00007-78917,00003-00002-00007-109363,1196542568-078917,302792817-078917,1556526713-0078917,1873094408-078917,2046875869-00078917,1246227460-078917,457855262-0000078917
Component 00000000051773,00003-00001-00007-51773,00002-00006-00001-90572,1430833781-051773,370879379-051773,1458408624-0051773,1562652812-051773,419973881-00051773,2092630013-051773,16136919-0000051773
Component 00000000071502,00002-00004-00002-71502,00001-00003-00003-25301,612862110-071502,1153445059-071502,1694028008-0071502,2135073196-071502,1579642098-00071502,791039898-071502,1484975775-0000071502
Component 00000000045608,00003-00003-00004-45608,00001-41510,1140823850-045608,1473794244-045608,1806764638-0045608,110018783-045608,592650460-00045608,2091017233-045608,581522052-0000045608
Component 00000000053772,00002-00005-00004-53772,00003-00005-00005-23028,1300803020-053772,89733131-053772,1026146889-0053772,1619713696-053772,1232612200-00053772,1151506817-053772,1691014054-0000053772
Component 00000000045067,00002-00001-00009-45067,00004-00005-00010-26374,378976127-045067,1518189254-045067,509918734-0045067,869979788-045067,1616365094-00045067,1374115048-045067,1760517433-0000045067
Component 00000000043278,00003-00004-00001-43278,00004-00003-00004-99844,449758783-043278,1461209454-043278,325176478-0043278,1186734269-043278,424448208-00043278,1754750757-043278,1326625040-0000043278
Component 00000000041523,00003-00006-00001-41523,00001-00012-50660,1857531073-041523,951912622-041523,46294171-0041523,1958450963-041523,44092277-00041523,1337518365-041523,583527413-0000041523
Component 00000000103660,00004-00011-103660,00004-00005-00005-60884,1453600804-103660,1134619850-103660,815638896-0103660,1015410064-103660,462831187-00103660,1174900541-103660,1670435183-0000103660
Component 00000000082293,00003-00001-00003-82293,00003-00004-80318,251165845-082293,221203171-082293,191240497-0082293,945459803-082293,1095273173-00082293,960441140-082293,786790899-0000082293
Component 00000000035110,00005-00010-35110,00003-00006-00003-118173,1874532842-035110,1521904176-035110,1169275510-0035110,1951911717-035110,1567571400-00035110,2128226050-035110,1932054880-0000035110
Component 00000000076971,00001-00006-00011-76971,00001-00006-54866,868987737-076971,2012801720-076971,1009132056-0076971,1583132914-076971,159030293-00076971,2084967746-076971,1618624096-0000076971
Component 00000000022448,00003-00006-00010-22448,00003-00001-00006-10718,52822742-022448,1782265379-022448,1364224369-0022448,1252670227-022448,1195391630-00022448,1461690732-022448,1157945558-0000022448
Component 00000000036402,00002-00002-00002-36402,00002-00001-00008-30857,2075807163-036402,1708660080-036402,1341512997-0036402,375300990-036402,63552758-00036402,1632616355-036402,54438591-0000036402
Component 00000000014248,00003-00003-14248,00001-00002-00008-19651,1393130970-014248,1477023199-014248,1560915428-0014248,93194959-014248,1821217461-00014248,1124990668-014248,1002009089-0000014248
Component 00000000002656,00001-00003-00004-2656,00002-00006-00011-74332,988398691-002656,1540336659-002656,2092274627-0002656,1987586375-002656,1375380182-00002656,1711617391-002656,497475675-0000002656
Component 00000000041901,00001-00006-00002-41901,00003-00005-00001-61283,1633725870-041901,35674468-041901,585106713-0041901,1437644165-041901,837966587-00041901,89186219-041901,980822718-0000041901
Component 00000000077641,00001-00004-00005-77641,00001-00010-73655,1145740104-077641,1506019922-077641,1866299740-0077641,1439442101-077641,1785526658-00077641,1259302192-077641,341580041-0000077641
Component 00000000029617,00002-00003-29617,00002-00005-87932,2080940318-029617,1653942876-029617,1226945434-0029617,698917204-029617,686420767-00029617,912415925-029617,706415773-0000029617
Component 00000000089847,00002-00002-00004-89847,00001-00001-00007-44766,1542652679-089847,211007642-089847,1026846252-0089847,308635971-089847,524410215-00089847,2048200313-089847,751461471-0000089847
Component 00000000044546,00001-00005-00008-44546,00001-00003-11791,824173861-044546,434813587-044546,45453313-0044546,1267553395-044546,1066871118-00044546,1462233532-044546,820402484-0000044546
Component 00000000076400,00002-00012-76400,00001-00001-38871,1923561300-076400,1286557149-076400,649552998-0076400,19889211-076400,1057426319-00076400,1412133110-076400,52670166-0000076400
Component 00000000044826,00001-00005-00002-44826,00003-00004-61828,1667191043-044826,1455035519-044826,1242879995-0044826,2115066364-044826,1028360337-00044826,73660479-044826,1229336091-0000044826
Component 00000000110399,00004-00002-00003-110399,00004-00006-00010-2519,1259054513-110399,580139314-110399,2048707762-0110399,1617663890-110399,717272591-00110399,883379666-110399,1904344186-0000110399
Component 00000000028651,00001-00012-28651,00004-00005-00005-60884,1988782242-028651,661833707-028651,1482368819-0028651,982545881-028651,1174837615-00028651,572278325-028651,591789875-0000028651
Component 00000000121950,00003-00010-121950,00004-00003-00012-78844,1895110085-121950,1983136747-121950,2071163409-0121950,1869435898-121950,1429302588-00121950,1825422567-121950,650800886-0000121950
Component 00000000030134,00004-00006-30134,00003-00004-00005-102393,101006803-030134,380821141-030134,660635479-0030134,787100314-030134,1535512271-00030134,647193145-030134,1789872252-0000030134
Component 00000000056457,00002-00002-00011-56457,00002-00005-00011-98187,2004720967-056457,852077865-056457,1846918410-0056457,1936105342-056457,1256869911-00056457,364943246-056457,653392144-0000056457
Component 00000000059642,00002-00002-00011-59642,00001-00005-00001-63831,1844121044-059642,927955369-059642,11789694-0059642,1433500570-059642,1719361651-00059642,817841584-059642,563313640-0000059642
Component 00000000103675,00005-103675,00003-00005-61313,1353108580-103675,1620298262-103675,1887487944-0103675,1426906275-103675,90957865-00103675,1293311434-103675,1829963432-0000103675
Component 00000000072976,00001-00001-00007-72976,00004-00001-00004-66564,285591794-072976,738121396-072976,1190650998-0072976,758441021-072976,643276658-00072976,532176220-072976,187569600-0000072976
Component 00000000072033,00003-00003-72033,00001-00002-00004-40161,1192019893-072033,585200939-072033,2125865632-0072033,1826071682-072033,565199158-00072033,2129481159-072033,2106684711-0000072033
Component 00000000021683,00003-00004-00012-21683,00002-00001-00009-112862,1849996752-021683,283677379-021683,864841653-0021683,2119176630-021683,1360838907-00021683,1828594493-021683,628944794-0000021683
Component 00000000072557,00002-00002-00004-72557,00002-00010-54805,440425334-072557,1065063576-072557,1689701818-0072557,670609013-072557,1842385097-00072557,358289892-072557,1346129873-0000072557
Component 00000000115223,00003-00003-00004-115223,00003-00005-00006-14033,2009304389-115223,2056750650-115223,2104196911-0115223,1089222577-115223,851991272-00115223,2139241270-115223,839985824-0000115223
Component 00000000023564,00004-00002-00008-23564,00002-00002-00012-42002,1888352938-023564,1569172297-023564,1249991656-0023564,366735555-023564,1962638760-00023564,1600067699-023564,1672994052-0000023564
Component 00000000072475,00004-72475,1436259974,1105348635-072475,475800545-072475,1993736102-0072475,637037328-072475,1637294131-00072475,951811373-072475,1794534014-0000072475
Component 00000000071780,00002-00007-71780,00002-00005-00003-115547,853291239-071780,937163735-071780,1021036231-0071780,626140001-071780,206777521-00071780,584203753-071780,140968147-0000071780
Component 00000000088210,00003-00005-88210,00001-00003-00011-18406,1687136375-088210,227168029-088210,914683330-0088210,1745631945-088210,455539087-00088210,328132471-088210,230388198-0000088210
Component 00000000016972,00002-00004-00007-16972,00002-00004-00009-104542,1855940807-016972,882566357-016972,2056675554-0016972,1891920216-016972,316341525-00016972,231123794-016972,302637190-0000016972
Component 00000000005970,00006-00003-5970,00002-00004-43537,1980572731-005970,1883741495-005970,1786910259-0005970,1579225079-005970,2063381259-00005970,1627640697-005970,326854333-0000005970
Component 00000000006848,00003-00002-00010-6848,00002-00007-9445,1282357927-006848,414869726-006848,1694865172-0006848,1085111295-006848,1127585006-00006848,445113572-006848,185574567-0000006848
Component 00000000056701,00001-00001-00008-56701,00004-00001-00011-105064,1072598613-056701,259997341-056701,1594879716-0056701,316142567-056701,84181633-00056701,722443203-056701,1262279266-0000056701
Component 00000000020612,00002-00004-00007-20612,00001-00004-82866,455503244-020612,1337565419-020612,72143947-0020612,1359587615-020612,1244244034-00020612,1992298351-020612,877822443-0000020612
Component 00000000076337,00002-00002-00001-76337,00001-00006-37121,860648528-076337,794994470-076337,729340412-0076337,1971394009-076337,152180652-00076337,2004221038-076337,907541590-0000076337
Component 00000000017559,00004-00003-00009-17559,00002-00002-120967,1917708702-017559,45289444-017559,320353833-0017559,1299687863-017559,2071849565-00017559,88413845-017559,846451296-0000017559
Component 00000000122866,00001-00002-00003-122866,00005-00012-104480,847741229-122866,837330947-122866,826920665-0122866,342842552-122866,394893962-00122866,348047693-122866,1402979837-0000122866
Component 00000000058308,00003-00005-00003-58308,00002-00012-26467,1536693543-058308,1395725279-058308,1254757015-0058308,1142183680-058308,1847025000-00058308,1212667812-058308,1936098425-0000058308
Component 00000000071677,00002-00004-00008-71677,00001-00004-00008-30181,1573660298-071677,499192971-071677,1572209291-0071677,2075344290-071677,1005229984-00071677,1538836130-071677,187338768-0000071677
Component 00000000071161,00001-00006-00012-71161,00003-00003-00010-15753,219016630-071161,383980218-071161,548943806-0071161,1777299707-071161,952481767-00071161,1694817913-071161,1147396479-0000071161
Component 00000000118333,00003-00005-00007-118333,00004-00003-00003-101104,1073231285-118333,1919072939-118333,617430946-0118333,1294362211-118333,1360121235-00118333,871441384-118333,2021354707-0000118333
Component 00000000069816,00001-00005-00006-69816,00006-00004-101625,931178261-069816,803871647-069816,676565033-0069816,1199258423-069816,1835791493-00069816,1262911730-069816,73438951-0000069816
Component 00000000033579,00004-33579,00004-00010-75345,1659220641-033579,990660224-033579,322099807-0033579,372553298-033579,1567871736-00033579,1780575330-033579,647921685-0000033579
Component 00000000107768,00003-00003-00011-107768,00004-00005-00002-52379,1877316524-107768,1350241095-107768,823165666-0107768,1010220158-107768,1498113656-00107768,200016049-107768,852503475-0000107768
Component 00000000073640,00008-73640,00004-00006-85169,1456347023-073640,1027571820-073640,598796617-0073640,1061844324-073640,1058236692-00073640,202490102-073640,1420129732-0000073640
Component 00000000088680,00004-00007-88680,00003-00004-12068,1730643728-088680,500570268-088680,1417980455-0088680,54139387-088680,1909539393-00088680,669176117-088680,2084339178-0000088680
Component 00000000115669,00004-00001-00008-115669,00003-00005-00008-26528,233870664-115669,1703266367-115669,1025178423-0115669,1706343732-115669,801816158-00115669,2045387704-115669,1451735474-0000115669
Component 00000000075007,00002-00002-00010-75007,00001-00003-00002-103456,949178669-075007,744153909-075007,539129149-0075007,1742896044-075007,620536197-00075007,1845408424-075007,1180858528-0000075007
Component 00000000033225,00003-00010-33225,00002-00003-00007-65397,1892864876-033225,1051157310-033225,209449744-0033225,1872237218-033225,1785807754-00033225,145607354-033225,252443791-0000033225
Component 00000000006874,00004-00010-6874,00002-00001-00006-68867,576504845-006874,430937231-006874,285369617-0006874,2106410154-006874,686764577-00006874,31710314-006874,1372340625-0000006874
Component 00000000108587,00002-00003-00011-108587,00004-00001-00005-75314,1756619564-108587,2013347848-108587,122592485-0108587,1323039456-108587,39398036-00108587,1194675314-108587,1603644456-0000108587
Component 00000000030937,00002-00004-00010-30937,00003-00004-00005-1383,637044292-030937,692196693-030937,747349094-0030937,90710270-030937,1962431912-00030937,1136875893-030937,1368371257-0000030937
Component 00000000073892,00002-73892,00005-00008-92230,969447566-073892,1548564163-073892,2127680760-0073892,65573286-073892,1464957595-00073892,849756811-073892,1940276975-0000073892
Component 00000000065570,00001-00011-65570,00001-00003-00003-106291,304202321-065570,1011907653-065570,1719612985-0065570,268172571-065570,1024613205-00065570,2061803552-065570,1406903605-0000065570
Component 00000000117374,00004-00005-00010-117374,00004-00006-74269,2009571700-117374,1412535001-117374,815498302-0117374,2044321033-117374,734537234-00117374,1269097559-117374,1508980689-0000117374
Component 00000000015565,00004-00004-15565,00006-00003-65120,1955213495-015565,1464136382-015565,973059269-0015565,686551808-015565,994453726-00015565,2005832188-015565,669871095-0000015565
Component 00000000059093,00003-00006-00008-59093,00005-00003-48480,1125223259-059093,562226102-059093,2146712592-0059093,663406732-059093,1330908870-00059093,2018647134-059093,871484281-0000059093
Component 00000000070929,00004-00005-00001-70929,00003-00003-9243,1364469222-070929,978829448-070929,593189674-0070929,1988293006-070929,1769008229-00070929,33629246-070929,2137700144-0000070929
Component 00000000077964,00004-00005-00003-77964,00002-00005-00002-82682,1124111042-077964,2122816799-077964,974038909-0077964,1242958199-077964,544396708-00077964,1817347144-077964,1223066200-0000077964
Component 00000000001393,00003-00002-1393,00003-00001-00002-38963,273787745-001393,213451749-001393,153115753-0001393,1642459233-001393,1944139213-00001393,1672627231-001393,883065021-0000001393
Component 00000000045667,00002-00006-00011-45667,00004-00009-43169,1596707521-045667,1309899142-045667,1023090763-0045667,1645144845-045667,931703093-00045667,714807211-045667,369323839-0000045667
Component 00000000106039,00004-00003-00011-106039,00002-00006-47105,1326651908-106039,1129884734-106039,933117560-0106039,373378557-106039,1357214427-00106039,471762144-106039,1564332869-0000106039
Component 00000000123065,00005-00007-123065,00001-00001-110006,1931140461-123065,549108271-123065,1314559728-0123065,1474572303-123065,1942282312-00123065,18104751-123065,889285470-0000123065
Component 00000000024669,00004-00001-00008-24669,00003-00007-72950,766972576-024669,1774587788-024669,634719353-0024669,244186477-024669,1648561358-00024669,1887862518-024669,1163985556-0000024669
Component 00000000122158,00003-00001-00010-122158,00003-00001-84708,519876305-122158,128372127-122158,1884351596-0122158,859276495-122158,669313738-00122158,1055028584-122158,2112510325-0000122158
Component 00000000075532,00002-00002-00002-75532,00002-00001-119497,1090525353-075532,383448889-075532,1823856072-0075532,1157055201-075532,397470227-00075532,1510593433-075532,1202594443-0000075532
Component 00000000052201,00001-00002-00006-52201,00001-00003-00002-102546,441331373-052201,1475902953-052201,362990886-0052201,1225929122-052201,348038516-00052201,708643332-052201,1190954259-0000052201
Component 00000000021884,00004-00002-00005-21884,00001-00001-00003-118511,1193262873-021884,1598026384-021884,2002789895-0021884,423198510-021884,546864602-00021884,1294558578-021884,65351945-0000021884
Component 00000000112917,00002-00012-112917,00001-00001-00003-73011,1526001144-112917,235279960-112917,1092042423-0112917,1203049483-112917,1214204462-00112917,1848410075-112917,1646711568-0000112917
Component 00000000082028,00003-00002-00011-82028,00004-00005-00004-8454,1202783585-082028,68500741-082028,1081701544-0082028,2024640473-082028,1253603752-00082028,444298248-082028,2048301123-0000082028
Component 00000000063798,00003-00007-63798,00003-00006-00011-56678,924197308-063798,1284612969-063798,1645028630-0063798,150745867-063798,496151209-00063798,1044279860-063798,821119342-0000063798
Component 00000000075146,00001-00001-00006-75146,00004-00006-00009-3779,230574921-075146,1608470013-075146,838881458-0075146,486493826-075146,39469307-00075146,1945029927-075146,567365895-0000075146
Component 00000000090604,00004-00003-00007-90604,00004-00006-00008-1399,1422800458-090604,1789701548-090604,9118991-0090604,2037634147-090604,203128697-00090604,1854183602-090604,1077680631-0000090604
Component 00000000093369,00004-00003-00003-93369,00004-00010-19835,2075259078-093369,373399524-093369,819023617-0093369,1139449295-093369,1058812477-00093369,1990379072-093369,1580815320-0000093369
Component 00000000058535,00001-00009-58535,00002-00001-00001-32852,981620537-058535,652289769-058535,322959001-0058535,41463818-058535,1688117658-00058535,206129202-058535,538232513-0000058535
Component 00000000122969,00004-00002-122969,00001-00012-107366,1442161765-122969,679240125-122969,2063802132-0122969,947684224-122969,467325130-00122969,1329145044-122969,746721886-0000122969
Component 00000000049845,00005-00003-49845,00001-00012-80235,1469911113-049845,823701470-049845,177491827-0049845,1267256309-049845,203337230-00049845,516619307-049845,1505194625-0000049845
Component 00000000004911,00001-00004-00010-4911,00001-13910,1603323123-004911,1980775034-004911,210743298-0004911,1656129807-004911,1916353899-00004911,393662028-004911,1921778862-0000004911
Component 00000000092566,00001-00005-00006-92566,00002-00005-00011-120937,193222520-092566,404982260-092566,616742000-0092566,1873635322-092566,814836622-00092566,1767755452-092566,520096046-0000092566
Component 00000000074870,00005-00003-74870,00004-00011-119585,1967128946-074870,1379781039-074870,792433132-0074870,324301044-074870,1113556932-00074870,1691716821-074870,874520281-0000074870
Component 00000000010442,00002-00005-00003-10442,00003-00007-45195,1940229780-010442,1543774082-010442,1147318384-0010442,2039481250-010442,1874276093-00010442,90225452-010442,1499251663-0000010442
Component 00000000057468,00003-00005-00008-57468,00003-00012-2950,512471814-057468,1360479493-057468,61003525-0057468,1912396776-057468,1967325675-00057468,414651113-057468,659025351-0000057468
Component 00000000080247,00002-00006-00011-80247,00004-00001-00010-23059,1658445899-080247,73228689-080247,635495126-0080247,2084822506-080247,1420973968-00080247,729947464-080247,1978188596-0000080247
Component 00000000116731,00001-00006-00004-116731,00002-00001-00010-37437,504279957-116731,2111719837-116731,1571676070-0116731,1155702845-116731,1708438033-00116731,351982905-116731,1682791109-0000116731
Component 00000000024645,00005-00010-24645,00008-72275,1805407023-024645,330167619-024645,1002411862-0024645,1123256280-024645,2057002359-00024645,1860875982-024645,1836003226-0000024645
Component 00000000116992,00002-00001-00005-116992,00002-00011-63555,907070919-116992,114192058-116992,1468796844-0116992,33409983-116992,1850320641-00116992,1503591237-116992,631857061-0000116992
Component 00000000107213,00003-00001-00002-107213,00004-00005-00012-24309,551083295-107213,1891175701-107213,1083784460-0107213,1121055576-107213,863044487-00107213,451009373-107213,143454603-0000107213
Component 00000000108968,00003-00006-00002-108968,00001-00004-00006-85936,1309984539-108968,105064200-108968,1047627508-0108968,1927148390-108968,1509299144-00108968,1455866736-108968,2074903914-0000108968
Component 00000000089407,00002-00003-00006-89407,1436259974,527405316-089407,1612271880-089407,549654797-0089407,1603826142-089407,474460616-00089407,1061392860-089407,440313408-0000089407
Component 00000000116674,00004-00005-00012-116674,00001-00002-00012-54651,2071581416-116674,18599745-116674,113101721-0116674,212476311-116674,1887450078-00116674,165225323-116674,633885791-0000116674
Component 00000000022319,00004-00003-00011-22319,00001-00005-7155,25698302-022319,1226960165-022319,280738381-0022319,1378582012-022319,1814723638-00022319,1851692904-022319,1864704646-0000022319
Component 00000000075826,00001-00002-00010-75826,00003-00005-00007-22783,1069477687-075826,1317474863-075826,1565472039-0075826,212438841-075826,1119936608-00075826,88440253-075826,825274181-0000075826
Component 00000000087966,00001-00004-00008-87966,00001-00004-115626,191946105-087966,1723348979-087966,1107268206-0087966,1450541496-087966,235978067-00087966,684840059-087966,1363415831-0000087966
Component 00000000057826,00001-00006-00002-57826,00004-00002-00011-12959,864142593-057826,586350046-057826,308557499-0057826,1349847769-057826,591326857-00057826,415002219-057826,2145954505-0000057826
Component 00000000092043,00003-00003-92043,00001-00001-00012-106261,333940141-092043,2011869826-092043,1542315864-0092043,1182893101-092043,1383179264-00092043,1417670082-092043,1841704351-0000092043
Component 00000000083575,00002-00011-83575,00004-00004-00006-116239,1848285811-083575,382195317-083575,1063588470-0083575,1609857203-083575,350375085-00083575,195418803-083575,309633155-0000083575
Component 00000000101269,00004-00012-101269,00003-00003-00004-117498,778357229-101269,807743140-101269,837129051-0101269,1129832089-101269,982902534-00101269,41397310-101269,1899297005-0000101269
Component 00000000045711,00001-00001-00003-45711,00002-00005-00006-44427,1610758194-045711,2105489531-045711,452737221-0045711,909166098-045711,582993060-00045711,1735542253-045711,1621499600-0000045711
Component 00000000008759,00004-00002-00010-8759,00002-00003-00001-121642,562789695-008759,774402408-008759,986015121-0008759,1162329864-008759,104266299-00008759,2130265331-008759,268917045-0000008759
Component 00000000052798,00003-00004-00005-52798,00002-00009-119310,1388561539-052798,333292356-052798,1425506820-0052798,673871868-052798,1655250489-00052798,127764636-052798,1735420276-0000052798
Component 00000000011341,00001-00001-00005-11341,00001-00002-70371,323162823-011341,693295390-011341,1063427957-0011341,20981323-011341,317802135-00011341,909656863-011341,522520667-0000011341
Component 00000000048059,00004-00004-00011-48059,00001-00011-110160,2088081056-048059,134546328-048059,328495247-0048059,1830927216-048059,861182621-00048059,660210933-048059,287411963-0000048059
Component 00000000014343,00003-00004-14343,00004-00005-30919,1129985774-014343,371008034-014343,1759513941-0014343,826787383-014343,326708789-00014343,1206276253-014343,1322677407-0000014343
Component 00000000009634,00004-00002-00001-9634,00003-00002-00004-22598,117247019-009634,1086801259-009634,2056355499-0009634,2043471072-009634,1490667166-00009634,1558693952-009634,521825549-0000009634
Component 00000000079669,00004-00002-00005-79669,00004-00005-00002-6879,230143481-079669,161587176-079669,93030871-0079669,126388159-079669,469169684-00079669,1234408135-079669,1936442154-0000079669
Component 00000000040431,00001-00006-00001-40431,00002-00001-00001-20112,336357772-040431,1711361672-040431,938881925-0040431,452053865-040431,19485306-00040431,1912035562-040431,351631238-0000040431
Component 00000000097379,00004-00002-00009-97379,00004-00003-00006-8599,1466120179-097379,918989889-097379,371859599-0097379,700104878-097379,1288272681-00097379,973670023-097379,203955139-0000097379
Component 00000000015137,00002-00003-00005-15137,00002-00001-00012-53117,1336356408-015137,1193591056-015137,1050825704-0015137,854687777-015137,1568514537-00015137,926070453-015137,1443104271-0000015137
Component 00000000032387,00002-00005-00004-32387,00001-00004-00003-41941,443710443-032387,1922741006-032387,1254287922-0032387,235990574-032387,1430772347-00032387,570217116-032387,1944672527-0000032387
Component 00000000004817,00002-00001-00007-4817,00004-00001-00002-11299,1638338254-004817,2082556790-004817,379291679-0004817,1708100780-004817,1634491747-00004817,1485991512-004817,1078214870-0000004817
Component 00000000123035,00003-00003-123035,00004-00004-109239,430148985-123035,1108932676-123035,1787716367-0123035,65161470-123035,966210309-00123035,799511448-123035,1823975289-0000123035
Component 00000000093972,00002-00004-00008-93972,00002-00010-36722,1098747440-093972,1184049111-093972,1269350782-0093972,2014653013-093972,1588144658-00093972,898260354-093972,828924850-0000093972
Component 00000000024630,00004-00008-24630,00004-00003-00006-71844,580412431-024630,1371850452-024630,15804826-0024630,1384192627-024630,1721969816-00024630,2062215440-024630,997881094-0000024630
Component 00000000017732,00002-00001-17732,00002-00002-00006-2242,882342660-017732,214020244-017732,1693181475-0017732,680960189-017732,1875088622-00017732,1015121397-017732,1202764372-0000017732
Component 00000000038080,00003-38080,00001-00003-00009-77801,65759365-038080,1764570681-038080,1315898350-0038080,853729605-038080,949607613-00038080,4323947-038080,182038704-0000038080
Component 00000000055487,00002-00005-00003-55487,00001-00003-00001-71046,761990771-055487,2040175556-055487,1170876694-0055487,1550668904-055487,1602195920-00055487,1985318335-055487,2060890548-0000055487
Component 00000000032502,00002-00001-00002-32502,00003-00007-45195,354057419-032502,713027584-032502,1071997749-0032502,1657983069-032502,2010615891-00032502,404756163-032502,1164012267-0000032502
Component 00000000097701,00001-00002-00006-97701,00003-17563,1270956213-097701,92449003-097701,1061425440-0097701,2095414997-097701,1545500106-00097701,537184955-097701,2043092042-0000097701
Component 00000000062297,00002-00004-00001-62297,00002-00001-00005-14617,259693860-062297,1136341614-062297,2012989368-0062297,1974920636-062297,1886649160-00062297,1536596759-062297,426030344-0000062297
Component 00000000031048,00003-00003-00004-31048,00003-00009-4455,866106452-031048,2100750215-031048,1187910331-0031048,1690528665-031048,1959760791-00031048,2146948607-031048,1057161042-0000031048
Component 00000000052502,00002-00002-00008-52502,00001-00001-00006-72416,1817155529-052502,654992120-052502,1640312358-0052502,213063191-052502,1728912942-00052502,1867886719-052502,1195343472-0000052502
