Component 00000000113248,00003-00002-00005-113248,00002-00002-00001-82252,1508863102-113248,396945365-113248,1432511275-0113248,194202209-113248,1458823600-00113248,1823902901-113248,1571994469-0000113248
Component 00000000039326,00001-00001-39326,00004-00004-00003-112739,930646175-039326,2087293788-039326,1096457754-0039326,119738760-039326,778951636-00039326,615156777-039326,1514482486-0000039326
Component 00000000044598,00003-00001-00008-44598,00003-00001-00008-13203,662833318-044598,438287913-044598,213742508-0044598,1583541234-044598,558784612-00044598,622072113-044598,1008803610-0000044598
Component 00000000058539,00004-00005-58539,00005-00007-32975,1766490260-058539,2103835931-058539,293697955-0058539,2021627951-058539,334899596-00058539,779213292-058539,173160077-0000058539
Component 00000000000425,00005-00009-425,00003-00004-00007-683,1989860694-000425,1389045252-000425,788229810-0000425,767599168-000425,1624192731-00000425,1068006889-000425,49787019-0000000425
Component 00000000037514,00004-00001-00009-37514,00004-00004-00005-61989,1264228725-037514,103630489-037514,1090515900-0037514,809789101-037514,170329340-00037514,1390088219-037514,873395821-0000037514
Component 00000000048182,00002-00001-00004-48182,00004-00003-00005-113599,957614313-048182,1005837927-048182,1054061541-0048182,1148975945-048182,907857875-00048182,1124864138-048182,1130616334-0000048182
Component 00000000111299,00004-00006-00006-111299,00003-00005-27695,918669673-111299,142211304-111299,1513236582-0111299,841402599-111299,428727150-00111299,155889960-111299,178863197-0000111299
Component 00000000106029,00004-00001-106029,00003-00006-00009-3688,379992918-106029,1713470848-106029,899465131-0106029,629163113-106029,404224404-00106029,2109907795-106029,1105842525-0000106029
Component 00000000078721,00001-00006-00006-78721,00003-00004-00002-103898,860543825-078721,1439932710-078721,2019321595-0078721,2117359160-078721,1367898382-00078721,753922894-078721,1365526117-0000078721
Component 00000000014271,00001-00005-00010-14271,00002-00003-00006-28892,422298489-014271,112292955-014271,1949771068-0014271,419415619-014271,1969443289-00014271,574418386-014271,1453188470-0000014271
Component 00000000001610,00011-1610,00002-00002-00005-2592,240216523-001610,300200748-001610,360184973-0001610,2075709612-001610,1775788487-00001610,971975676-001610,282733726-0000001610
Component 00000000004689,00004-00006-00009-4689,00003-00001-00012-7708,637227509-004689,1647513171-004689,510315186-0004689,243958235-004689,1634980866-00004689,1886299051-004689,752029754-0000004689
Component 00000000032960,00004-00005-32960,00002-00002-00004-57997,1242891051-032960,982485045-032960,722079039-0032960,1498101642-032960,652648025-00032960,1628304645-032960,1864209241-0000032960
Component 00000000050675,00002-00001-50675,00004-00001-59840,958002658-050675,1380653835-050675,1803305012-0050675,1055490096-050675,1089717858-00050675,1917906331-050675,761057413-0000050675
Component 00000000056169,00004-00001-00009-56169,00002-00003-90142,877537481-056169,120981084-056169,1511908334-0056169,1765516049-056169,1253330740-00056169,1070052424-056169,1834479935-0000056169
Component 00000000053721,00001-00003-00005-53721,,1609946537-053721,1941818868-053721,126207552-0053721,1599627238-053721,2087749230-00053721,359949249-053721,1374149667-0000053721
Component 00000000082547,00002-00003-00010-82547,00002-00008-87472,1664064831-082547,1101297268-082547,538529705-0082547,1213383613-082547,1879737781-00082547,421025571-082547,687017618-0000082547
Component 00000000097456,00001-00002-00008-97456,00003-00001-00006-10718,1805777652-097456,736722884-097456,1815151763-0097456,1496228932-097456,399051831-00097456,2030756316-097456,610088085-0000097456
Component 00000000092898,00003-00001-92898,00004-00008-6664,538291679-092898,1848907768-092898,1012040210-0092898,752404409-092898,641774905-00092898,1170838188-092898,274716223-0000092898
Component 00000000005024,00004-00005-00006-5024,00003-00004-17073,236157500-005024,735803914-005024,1235450328-0005024,846688462-005024,495940039-00005024,596865255-005024,1628874979-0000005024
Component 00000000033511,00001-00002-00010-33511,00001-00004-00004-73441,1404640574-033511,1772984622-033511,2141328670-0033511,2089457726-033511,247737486-00033511,1905285702-033511,209649927-0000033511
Component 00000000075780,00005-00003-75780,00004-00006-00009-21524,741558667-075780,330564423-075780,2067053826-0075780,135690656-075780,43178229-00075780,341187778-075780,606121136-0000075780
Component 00000000039224,00004-00003-00003-39224,00003-00002-00003-109853,1986075752-039224,1186706342-039224,387336932-0039224,1871365013-039224,1573244769-00039224,123566071-039224,232369919-0000039224
Component 00000000047203,00003-00002-47203,00003-00006-00006-86183,1682482760-047203,834232467-047203,2133465821-0047203,270791019-047203,217075190-00047203,1768657989-047203,1608515630-0000047203
Component 00000000028268,00003-00002-00006-28268,00004-00002-50169,1206759393-028268,1886227681-028268,418212322-0028268,1948716656-028268,698858863-00028268,1608982512-028268,1448633917-0000028268
Component 00000000036900,00003-00006-36900,00001-00001-00007-44766,1488989074-036900,1249898373-036900,1010807672-0036900,1704250134-036900,752219992-00036900,750053661-036900,526529463-0000036900
Component 00000000050261,00001-00001-00003-50261,00003-00002-00007-69323,357071620-050261,92951573-050261,1976315173-0050261,1505893046-050261,679009634-00050261,564211246-050261,924007530-0000050261
Component 00000000050840,00006-00010-50840,00005-00008-64475,3640959-050840,34605360-050840,65569761-0050840,431672584-050840,276850579-00050840,1489932207-050840,1587670146-0000050840
Component 00000000051068,00003-00003-00004-51068,00001-00005-00007-70831,350023366-051068,299433815-051068,248844264-0051068,1117655613-051068,1370603368-00051068,69208565-051068,277850584-0000051068
Component 00000000004612,00002-00006-00010-4612,00004-00006-00004-5529,1606386094-004612,271007696-004612,1083112945-0004612,1265043201-004612,1499484250-00004612,1932732400-004612,1180698698-0000004612
Component 00000000075639,00004-00004-00005-75639,00003-17563,192249897-075639,1767312891-075639,1194892238-0075639,1420877461-075639,2135497079-00075639,633345964-075639,1177894817-0000075639
Component 00000000029432,00002-00004-29432,00004-00003-00007-47379,639726014-029432,210918219-029432,1929594071-0029432,243642603-029432,240197931-00029432,1531788324-029432,1703987492-0000029432
Component 00000000086211,00001-00006-00008-86211,00002-00004-00011-66532,1277960263-086211,1605785173-086211,1933610083-0086211,2145082869-086211,505958319-00086211,1981170414-086211,1466187993-0000086211
Component 00000000044185,00001-00011-44185,00001-00002-00010-1661,1919604768-044185,29585521-044185,287049921-0044185,1521726286-044185,234404286-00044185,1392994086-044185,1144964406-0000044185
Component 00000000010005,00002-00008-10005,00002-00002-33007,443202123-010005,991248564-010005,1539295005-0010005,179908924-010005,1734644013-00010005,979627527-010005,690075599-0000010005
Component 00000000054134,00004-00003-00002-54134,00004-00005-00005-33129,1989488587-054134,1070525011-054134,151561435-0054134,369428091-054134,669278677-00054134,828909879-054134,1324776530-0000054134
Component 00000000025404,00004-00001-00002-25404,00011-93520,809455985-025404,1884207813-025404,811475994-0025404,1395312115-025404,316520269-00025404,857936201-025404,329403905-0000025404
Component 00000000102302,00002-00004-00005-102302,00001-00009-22876,5521618-102302,387718591-102302,769915564-0102302,288463809-102302,524962591-00102302,1171107146-102302,601325586-0000102302
Component 00000000020623,00003-00001-00005-20623,00004-00002-00004-83204,1514702849-020623,981810011-020623,448917173-0020623,1439203970-020623,1956184513-00020623,1705650389-020623,1708479964-0000020623
Component 00000000053423,00003-00006-00006-53423,00001-00004-00002-73686,1020607776-053423,854035157-053423,687462538-0053423,458028519-053423,1290891614-00053423,1615056652-053423,333353070-0000053423
Component 00000000054515,00006-00006-54515,00003-00003-43813,1584455656-054515,1824303026-054515,2064150396-0054515,332151219-054515,1280398016-00054515,212227534-054515,743620576-0000054515
Component 00000000037343,00003-00005-00007-37343,00004-00008-57169,2123087813-037343,1029080860-037343,2082557554-0037343,1677099944-037343,704683768-00037343,1150361597-037343,272531546-0000037343
Component 00000000116836,00001-00006-00005-116836,00001-00006-00011-59226,527024634-116836,700782785-116836,874540936-0116836,1438102193-116836,569311438-00116836,277481294-116836,1739259527-0000116836
Component 00000000016271,00001-00003-00008-16271,00003-00004-00003-84893,501578966-016271,990315810-016271,1479052654-0016271,582995783-016271,286795210-00016271,338627361-016271,654978508-0000016271
Component 00000000102966,00001-00003-00006-102966,00005-00010-41480,1629764027-102966,825577528-102966,21391029-0102966,207682648-102966,2081131496-00102966,1683517721-102966,1162755811-0000102966
Component 00000000108077,00002-00004-00008-108077,,759624156-108077,142981225-108077,1673821941-0108077,1990954884-108077,779202245-00108077,1225534526-108077,1071630611-0000108077
Component 00000000051225,00006-00005-51225,00001-00001-00007-75251,703364395-051225,627084559-051225,550804723-0051225,1298759643-051225,1680158823-00051225,1336899561-051225,682902582-0000051225
Component 00000000105022,00002-00001-00008-105022,00005-00009-45470,255164502-105022,69647536-105022,2031614217-0105022,1995009886-105022,775111069-00105022,2087768369-105022,763445737-0000105022
Component 00000000051888,00003-00004-00005-51888,00002-93795,1116736031-051888,1575586634-051888,2034437237-0051888,822411983-051888,675642615-00051888,1666728505-051888,1081425146-0000051888
Component 00000000118196,00001-00001-118196,00002-00004-00005-97297,1046239281-118196,1172125521-118196,1298011761-0118196,709270980-118196,79839780-00118196,646327860-118196,531700716-0000118196
Component 00000000035437,00002-00003-00012-35437,00003-00012-3808,972428828-035437,1402426229-035437,1832423630-0035437,1426208130-035437,1423704772-00035437,137467606-035437,1337449529-0000035437
Component 00000000081554,00004-00004-00005-81554,00004-00005-00006-59624,1964569625-081554,217458398-081554,617830818-0081554,2055279172-081554,53417072-00081554,1855092962-081554,2056094015-0000081554
Component 00000000063213,00003-00003-00007-63213,00003-00005-00009-40283,881974167-063213,1281217600-063213,1680461033-0063213,1991669668-063213,2142936150-00063213,718306128-063213,1152771477-0000063213
Component 00000000110453,00003-00005-110453,00004-00004-00003-3994,756901854-110453,748989604-110453,741077354-0110453,373157729-110453,412718979-00110453,377113854-110453,579089035-0000110453
Component 00000000028786,00001-00002-00004-28786,00003-00002-64690,1408876191-028786,519345678-028786,1777298812-0028786,142577427-028786,295262698-00028786,1661084507-028786,1630861399-0000028786
Component 00000000092801,00001-00002-00007-92801,00001-00004-00005-3931,1470168723-092801,1691542924-092801,1912917125-0092801,395657413-092801,1436270055-00092801,1358712136-092801,1135836756-0000092801
Component 00000000112216,00001-00006-112216,00003-00004-00002-53393,1074192545-112216,1036256727-112216,998320909-0112216,1381789019-112216,1571468109-00112216,1400756928-112216,1165490163-0000112216
Component 00000000037491,00001-00006-00012-37491,00003-00005-61313,1045414962-037491,1988902795-037491,784906981-0037491,633676452-037491,211204581-00037491,1235674359-037491,1464928308-0000037491
Component 00000000027710,00004-00007-27710,00001-00003-34541,1733639537-027710,1532339098-027710,1331038659-0027710,1634244657-027710,493263205-00027710,661153053-027710,306828493-0000027710
Component 00000000093792,00002-00006-00010-93792,00002-00010-31717,2083352590-093792,575723232-093792,1215577521-0093792,1977772725-093792,925984927-00093792,584103757-093792,1012638818-0000093792
Component 00000000049675,00003-00002-49675,00003-00002-79963,611008496-049675,524349938-049675,437691380-0049675,703035727-049675,1136328517-00049675,746365006-049675,2020478114-0000049675
Component 00000000090218,00003-00002-00011-90218,00003-00004-00010-55143,1041660462-090218,1030411430-090218,1019162398-0090218,496082410-090218,552327570-00090218,501706926-090218,1716537988-0000090218
Component 00000000075193,00003-00006-00001-75193,00001-00003-00005-5036,793366719-075193,1925538012-075193,910225658-0075193,942841431-075193,1724435907-00075193,1450497608-075193,368494992-0000075193
Component 00000000060157,00002-00006-00006-60157,00002-00002-00002-78262,231362007-060157,472431782-060157,713501557-0060157,112086036-060157,1054220808-00060157,1065292972-060157,1770280191-0000060157
Component 00000000065938,00003-00005-00002-65938,00001-00003-00001-116546,652423021-065938,121957696-065938,1738976018-0065938,1768400346-065938,125759677-00065938,959891185-065938,1720894375-0000065938
Component 00000000025461,00001-00002-00007-25461,00004-00003-95085,524960590-025461,1237071464-025461,1949182338-0025461,702599627-025461,1437012551-00025461,346544190-025461,18130659-0000025461
Component 00000000005641,00001-00006-00012-5641,00002-00006-00007-34327,1570976345-005641,356447780-005641,1289402862-0005641,1722141235-005641,1352333119-00005641,1255663694-005641,369535315-0000005641
Component 00000000032179,00004-00004-32179,00002-00001-00006-36107,898092214-032179,280980623-032179,1811352679-0032179,2106692932-032179,897283593-00032179,1341506904-032179,1191714460-0000032179
Component 00000000053402,00002-00006-00011-53402,00002-00002-00006-85962,1260913599-053402,361867532-053402,1610305112-0053402,1680594113-053402,1880857154-00053402,1056375323-053402,1022926505-0000053402
Component 00000000070885,00003-00009-70885,00001-00001-00008-8016,106248379-070885,2026138033-070885,1798544040-0070885,879099777-070885,2017069742-00070885,2066638597-070885,610751058-0000070885
Component 00000000111669,00004-00005-00012-111669,00002-00004-00004-38042,661161459-111669,1440309440-111669,71973774-0111669,868874715-111669,1268102104-00111669,1553042548-111669,118971927-0000111669
Component 00000000054040,00012-54040,00004-00004-00004-30489,433901098-054040,486280694-054040,538660290-0054040,826827857-054040,564929877-00054040,800638059-054040,161719718-0000054040
Component 00000000092384,00004-00005-00006-92384,00005-00007-3855,50028787-092384,575712265-092384,1101395743-0092384,1923357353-092384,1442423610-00092384,1660515614-092384,1853449069-0000092384
Component 00000000104076,00001-00011-104076,00001-00003-00011-72551,1088774464-104076,235555543-104076,1529820269-0104076,1583587912-104076,1554715223-00104076,936455549-104076,1077218882-0000104076
Component 00000000061786,00001-00004-00010-61786,00004-00010-99460,1358969485-061786,186650752-061786,1161815666-0061786,1409827580-061786,828970304-00061786,922245123-061786,1999044203-0000061786
Component 00000000096803,00003-00005-96803,00004-00004-00008-115994,1621485154-096803,1705115522-096803,1788745890-0096803,1382590708-096803,964438868-00096803,1340775524-096803,101521932-0000096803
Component 00000000028342,00002-00006-00002-28342,00002-00006-52227,1685862451-028342,1905542698-028342,2125222945-0028342,529194372-028342,1578276784-00028342,1493096072-028342,487406700-0000028342
Component 00000000030475,00004-00003-30475,00002-00003-111972,666189923-030475,1598786899-030475,383900228-0030475,799986672-030475,431969086-00030475,333688184-030475,1670317702-0000030475
Component 00000000114511,00001-00005-00007-114511,00001-00002-00001-117651,830657319-114511,1237680266-114511,1644703213-0114511,170175602-114511,282544514-00114511,1040405952-114511,1556835972-0000114511
Component 00000000003945,00004-00006-3945,00001-00006-110376,2042638679-003945,444878168-003945,994601304-0003945,786923364-003945,185791331-00003945,512061796-003945,278159867-0000003945
Component 00000000096548,00003-00004-00010-96548,00001-00005-00005-108841,503623659-096548,1649351968-096548,647596630-0096548,1310613647-096548,2024423043-00096548,1811491316-096548,466070161-0000096548
Component 00000000121753,00003-00002-00008-121753,00003-00011-73318,1191997925-121753,1636362339-121753,2080726753-0121753,1268835534-121753,1194497111-00121753,1046653327-121753,854764678-0000121753
Component 00000000117599,00004-00006-00001-117599,00003-00002-80563,49625254-117599,998371572-117599,1947117890-0117599,966665090-117599,517900794-00117599,492291931-117599,991149115-0000117599
Component 00000000112263,00003-00004-00008-112263,00001-00006-00004-57126,609026895-112263,847255841-112263,1085484787-0112263,1425712541-112263,234567811-00112263,1306598068-112263,2055491340-0000112263
Component 00000000036040,00004-00004-36040,00004-00002-00011-20694,1894498252-036040,892518481-036040,2038022357-0036040,1616861416-036040,184309330-00036040,1044109478-036040,360174728-0000036040
Component 00000000092473,00003-00003-00004-92473,00001-00003-00009-118296,1799476818-092473,1282538907-092473,765600996-0092473,1424050075-092473,1861255983-00092473,608777207-092473,813884513-0000092473
Component 00000000030553,00003-00005-00003-30553,00001-00007-114121,25146318-030553,1303895754-030553,435161543-0030553,1914951848-030553,1963655609-00030553,1275577130-030553,1207644437-0000030553
Component 00000000119869,00004-00001-00009-119869,00001-00005-00005-20571,165684274-119869,143421000-119869,121157726-0119869,1233399132-119869,1344715502-00119869,1244530769-119869,236370067-0000119869
Component 00000000024335,00003-00012-24335,00001-00007-63616,1114291539-024335,244732827-024335,1522657762-0024335,1890366947-024335,1943193213-00024335,177662656-024335,1747059321-0000024335
Component 00000000081931,00001-00003-00005-81931,00003-00001-00005-70218,925949869-081931,1046235243-081931,1166520617-0081931,317339567-081931,1863396344-00081931,257196880-081931,1297485553-0000081931
Component 00000000001188,00003-00005-00005-1188,00006-00012-1910,1458421084-001188,1509744446-001188,1561067808-0001188,1800120494-001188,1543503684-00001188,1774458813-001188,209849816-0000001188
Component 00000000014445,00004-00002-14445,00004-00006-33774,1363725457-014445,1961218507-014445,411227910-0014445,277367324-014445,1584869368-00014445,2126104446-014445,620299693-0000014445
Component 00000000023194,00004-00003-00002-23194,00006-00009-31625,1875964006-023194,166909021-023194,605337683-0023194,1664917643-023194,1620257980-00023194,1445703312-023194,991202290-0000023194
Component 00000000031468,00003-00003-00008-31468,00003-00003-00006-16243,220649724-031468,788296903-031468,1355944082-0031468,907992318-031468,217240070-00031468,1697910552-031468,1563453217-0000031468
Component 00000000086129,00004-00001-00004-86129,00004-00002-00005-64199,919954003-086129,780587710-086129,641221417-0086129,1676881557-086129,226229375-00086129,672822880-086129,1289470145-0000086129
Component 00000000106382,00002-00003-00003-106382,00002-00006-13572,1668779461-106382,716877206-106382,1912458598-0106382,1672418504-106382,2136962485-00106382,1074627808-106382,435103289-0000106382
Component 00000000122724,00004-00004-122724,00004-00002-00007-73964,2134739460-122724,1146715799-122724,158692138-0122724,386490312-122724,1031641323-00122724,1954243966-122724,1422484681-0000122724
Component 00000000004379,00004-00004-00011-4379,00003-00005-00008-122533,862967436-004379,1635715860-004379,260980637-0004379,1834044001-004379,117785528-00004379,1447669789-004379,2065825242-0000004379
Component 00000000088507,00002-00006-00003-88507,00004-00005-00008-18884,1150170401-088507,1942262635-088507,586871222-0088507,911938104-088507,1246444228-00088507,515891987-088507,486472261-0000088507
Component 00000000107789,00004-00003-00006-107789,00003-00001-00001-52963,206268814-107789,270052477-107789,333836140-0107789,78550999-107789,1907116331-00107789,1120400991-107789,1000631120-0000107789
Component 00000000004886,00001-00011-4886,00004-00005-13174,472078927-004886,13881131-004886,1703166982-0004886,1871805938-004886,2015311271-00004886,2100904836-004886,735488626-0000004886
Component 00000000107032,00002-00002-00003-107032,00002-00002-00001-31747,2141090016-107032,820731226-107032,1647856083-0107032,380714464-107032,540057473-00107032,1040893859-107032,1713588430-0000107032
Component 00000000074800,00005-00011-74800,00001-00010-117621,1625195465-074800,2144976906-074800,517274700-0074800,2138533413-074800,1687109855-00074800,804900869-074800,696687898-0000074800
Component 00000000002835,00001-2835,00002-00005-79305,134614908-002835,569627461-002835,1004640014-0002835,831629082-002835,804049964-00002835,1687864629-002835,589216211-0000002835
Component 00000000047874,00004-00001-00008-47874,00001-00006-00009-104971,798686867-047874,1212787915-047874,1626888963-0047874,1555234872-047874,1632213279-00047874,1348184348-047874,890450615-0000047874
Component 00000000115426,00001-00003-00012-115426,00003-00001-00005-19713,1474840162-115426,566654281-115426,1805952047-0115426,1451239697-115426,1697201808-00115426,831590814-115426,1178539115-0000115426
Component 00000000023093,00003-00005-23093,00001-00003-00006-28801,1897719418-023093,265873827-023093,781511883-0023093,1136361370-023093,705654737-00023093,878542342-023093,2075644079-0000023093
Component 00000000045462,00002-00004-00001-45462,00003-00001-00005-37458,314098134-045462,1571588636-045462,681595491-0045462,1172845365-045462,1327843796-00045462,544100114-045462,134150675-0000045462
Component 00000000081533,00003-00004-00010-81533,00002-00006-59072,1682606141-081533,482696666-081533,1430270838-0081533,395313249-081533,2099893330-00081533,2069009810-081533,988784848-0000081533
Component 00000000001056,00001-00006-00003-1056,00001-00001-00009-29506,1312053285-001056,1358607360-001056,1405161435-0001056,348700452-001056,115930077-00001056,1399165238-001056,1653131374-0000001056
Component 00000000024992,00002-00002-00006-24992,00001-00001-00002-82006,1918794950-024992,722146477-024992,1672981651-0024992,789660655-024992,330452079-00024992,314243068-024992,978832024-0000024992
Component 00000000082523,00003-00012-82523,00001-00003-00008-86796,1821083738-082523,1869631390-082523,1918179042-0082523,2028161213-082523,1785422953-00082523,2003887387-082523,1017110509-0000082523
Component 00000000093602,00002-00005-00002-93602,00004-00007-26345,1155913546-093602,1048196610-093602,940479674-0093602,226609444-093602,765194124-00093602,280467912-093602,1603350876-0000093602
Component 00000000090726,00001-00006-00012-90726,00003-00008-1568,1588381004-090726,987036402-090726,385691800-0090726,340455218-090726,1199694581-00090726,641127519-090726,673569521-0000090726
Component 00000000049554,00004-00001-00011-49554,00003-00001-00006-28463,1141323305-049554,1165995029-049554,1190666753-0049554,190418272-049554,67059652-00049554,178082410-049554,658096187-0000049554
Component 00000000083645,00002-00003-83645,00003-00006-00003-118173,1608646566-083645,1165026957-083645,721407348-0083645,494190176-083645,564804574-00083645,1789741804-083645,1940569698-0000083645
Component 00000000120972,00002-00005-00007-120972,00004-00002-00005-51459,1444187689-120972,687785471-120972,2078866900-0120972,1265902115-120972,752945911-00120972,1644103224-120972,620252361-0000120972
Component 00000000109594,00004-00002-00004-109594,00003-00005-00009-103528,883390227-109594,66443861-109594,1396981142-0109594,2063680769-109594,1853445305-00109594,324670305-109594,822886041-0000109594
Component 00000000035815,00003-35815,00001-00006-14371,76748610-035815,1132688494-035815,41144731-0035815,1897709103-035815,912976977-00035815,1369739161-035815,203113169-0000035815
Component 00000000119227,00002-00003-00004-119227,00002-00001-00012-2612,34842507-119227,1527311104-119227,872296054-0119227,478867287-119227,1606458890-00119227,806374812-119227,81524392-0000119227
Component 00000000059799,00004-00005-00012-59799,00001-00006-00010-68221,599354210-059799,381290806-059799,163227402-0059799,760697351-059799,1851014371-00059799,869729053-059799,1088124456-0000059799
Component 00000000108895,00003-00007-108895,00001-00004-83941,624881125-108895,855654089-108895,1086427053-0108895,1079951644-108895,2073570471-00108895,964565162-108895,874960471-0000108895
Component 00000000034316,00001-00002-00009-34316,00003-00005-95945,1715729280-034316,1507031950-034316,1298334620-0034316,183843363-034316,1227330013-00034316,288192028-034316,13133373-0000034316
Component 00000000077098,00003-00008-77098,00003-00006-00006-58428,1160091885-077098,407526305-077098,1802444372-0077098,1167883254-077098,635743860-00077098,1544166044-077098,1106506614-0000077098
Component 00000000096841,00001-00003-00004-96841,00003-00003-117068,1620103838-096841,1300054913-096841,980005988-0096841,56374681-096841,1656619306-00096841,1290140967-096841,2132462587-0000096841
Component 00000000099053,00003-00003-00006-99053,00003-00006-00012-55418,1591419716-099053,357107302-099053,1270278535-0099053,1856809753-099053,1585920882-00099053,326482313-099053,1962477504-0000099053
Component 00000000019224,00004-00002-00010-19224,00003-00005-00010-44028,1815620201-019224,1285355526-019224,755090851-0019224,793845404-019224,1297685132-00019224,2132719565-019224,1373291159-0000019224
Component 00000000033926,00001-00004-00009-33926,00001-00003-85046,1838751169-033926,1528313597-033926,1217876025-0033926,1814914456-033926,1219618669-00033926,1970133242-033926,1645408693-0000033926
Component 00000000108119,00004-00004-00011-108119,00004-00008-62174,1324234034-108119,233028940-108119,1289307493-0108119,2087878150-108119,1101452679-00108119,485997050-108119,1586855539-0000108119
Component 00000000014886,00001-00004-00001-14886,00001-00005-00001-46086,1605844952-014886,1118908190-014886,631971428-0014886,1611732112-014886,1898932275-00014886,1855200493-014886,909073157-0000014886
Component 00000000023278,00003-00003-00008-23278,00004-00004-00007-33989,269193292-023278,1041146425-023278,1813099558-0023278,127956420-023278,563158049-00023278,815721677-023278,185231853-0000023278
Component 00000000109916,00001-00002-00001-109916,00004-00004-00005-112494,1762129454-109916,541186304-109916,1467726801-0109916,528445148-109916,190709957-00109916,1138916723-109916,537323568-0000109916
Component 00000000068039,00004-00006-00010-68039,00002-00001-51857,1604603261-068039,1223976523-068039,843349785-0068039,324075644-068039,79725687-00068039,514389013-068039,1306721022-0000068039
Component 00000000118008,00003-00002-00007-118008,00005-00010-91985,482048125-118008,731288343-118008,980528561-0118008,1832780463-118008,586579373-00118008,1708160354-118008,276369062-0000118008
Component 00000000014715,00001-00012-14715,00002-00006-41327,194990416-014715,1369158666-014715,395843269-0014715,1307575719-014715,1879185410-00014715,720491594-014715,700434465-0000014715
Component 00000000040513,00003-00004-00005-40513,,176720241-040513,681979681-040513,1187239121-0040513,1059482964-040513,680669411-00040513,806853244-040513,1548405861-0000040513
Component 00000000103665,00002-00003-103665,00002-00004-00002-61037,1341947064-103665,1582626568-103665,1823306072-0103665,130001126-103665,1074087253-00103665,9661374-103665,292282624-0000103665
Component 00000000026220,00005-00012-26220,00001-00011-116361,3093341-026220,1912007378-026220,1673437768-0026220,1317369138-026220,362733541-00026220,1436653943-026220,191053556-0000026220
Component 00000000062853,00003-00011-62853,00001-00004-00008-30181,1189874197-062853,387125662-062853,1731860774-0062853,1985017719-062853,1703793100-00062853,1312650163-062853,708029543-0000062853
Component 00000000019764,00004-00003-00004-19764,00004-00001-59164,154225063-019764,1426206505-019764,550704300-0019764,1715782884-019764,1798326615-00019764,1079792163-019764,955020676-0000019764
Component 00000000023432,00002-00003-00006-23432,00003-00005-00003-38288,453365730-023432,2079647092-023432,1558444807-0023432,2018600495-023432,329644626-00023432,1205459814-023432,975729264-0000023432
Component 00000000108017,00002-108017,00004-00003-00004-59349,65989749-108017,1194776726-108017,176080056-0108017,51325135-108017,849841191-00108017,560673470-108017,1092933074-0000108017
Component 00000000119713,00003-00006-00009-119713,1436259974,1182166619-119713,1183206063-119713,1184245507-0119713,1232579653-119713,1227382433-00119713,1232059931-119713,1398585129-0000119713
Component 00000000080190,00005-00006-80190,00001-00006-00011-21461,683582141-080190,477444166-080190,271306191-0080190,349566765-080190,1380256640-00080190,1526377576-080190,1488927679-0000080190
Component 00000000075644,00004-00002-00010-75644,00002-00011-17717,1089978556-075644,839923920-075644,589869284-0075644,1847230592-075644,950020125-00075644,1972257910-075644,525457237-0000075644
Component 00000000091397,00002-00005-00007-91397,00003-00006-00012-88178,935765149-091397,215780107-091397,1643278712-0091397,376228964-091397,1828670527-00091397,736221485-091397,1992395565-0000091397
Component 00000000058954,00004-00012-58954,00002-00012-44550,240185369-058954,848908230-058954,1457631091-0058954,772214893-058954,2023567882-00058954,1541595286-058954,1249714628-0000058954
Component 00000000076318,00003-00004-00008-76318,00004-00003-00004-36599,1152522714-076318,1636513510-076318,2120504306-0076318,1003756203-076318,731285870-00076318,761760805-076318,834810018-0000076318
Component 00000000013289,00004-00003-00003-13289,00001-00011-1415,250112413-013289,1323078926-013289,248561792-0013289,1823122589-013289,753257318-00013289,212897509-013289,1083135051-0000013289
Component 00000000039511,00001-00003-00004-39511,00003-00004-00001-117898,471673144-039511,312011316-039511,152349488-0039511,1318009074-039511,2116318214-00039511,1397839988-039511,892137110-0000039511
Component 00000000070238,00003-00012-70238,00001-00003-113415,1844891590-070238,471514303-070238,1245620663-0070238,734344404-070238,1158779898-00070238,347291224-070238,1232166839-0000070238
Component 00000000076557,00002-00005-76557,00002-00004-00002-43292,140190000-076557,1771666939-076557,1255660231-0076557,883668426-076557,1316218319-00076557,1141671780-076557,1110321106-0000076557
Component 00000000017562,00002-00006-00012-17562,00004-00001-00003-121059,1286319057-017562,1396713287-017562,1507107517-0017562,197988271-017562,1793500768-00017562,142791156-017562,259427795-0000017562
Component 00000000062263,00003-00005-00006-62263,00004-00001-13664,475034858-062263,37644917-062263,1747738623-0062263,1810201013-062263,1849667071-00062263,955154160-062263,512851026-0000062263
Component 00000000066021,00001-00004-00007-66021,00001-00002-00001-106276,203478529-066021,1987419663-066021,1623877150-0066021,825277648-066021,495506566-00066021,2080790728-066021,82559463-0000066021
Component 00000000031547,00002-00005-00009-31547,00004-00002-00007-18454,1989246980-031547,1020078139-031547,50909298-0031547,1155456602-031547,1706333513-00031547,566299199-031547,563054995-0000031547
Component 00000000007704,00004-00004-00008-7704,00002-00006-12187,933881585-007704,439933742-007704,2093469546-0007704,1673473140-007704,1995728708-00007704,846705238-007704,1549108553-0000007704
Component 00000000032322,00002-00003-00004-32322,00004-00005-00011-40129,183547333-032322,673499241-032322,1163451149-0032322,323894754-032322,21618861-00032322,78918800-032322,1284971770-0000032322
Component 00000000041005,00006-00003-41005,00004-00003-36169,660618673-041005,35420269-041005,1557705512-0041005,403267137-041005,1381775510-00041005,715866339-041005,485581662-0000041005
